CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
372,STAR ZA BABY FUTB CAPELLADO 40,4760,6,7044,78115740-6,0.0
373,STAR ZA BABY FUTB CAPELLADO 41,4760,6,7044,78115740-6,0.0
374,STAR ZA BABY FUTB CAPELLADO 42,4760,6,7044,78115740-6,0.0
375,STAR ZA BABY FUTB CAPELLADO 43,4760,6,7044,78115740-6,0.0
376,STAR ZA BABY FUTB CAPELLADO 44,4760,6,7044,78115740-6,0.0
377,BALON BASQUET WEALAND GOMA N 5,1575,5,2331,78113210-1,0.0
378,BALON VOLLEY WEALAND GOMA BLAN,1750,5,2072,78113210-1,0.0
379,GUANTE ARQUERO COLOR PROFECI S,4360,5,6452,78113210-1,0.0
380,GUANTE ARQUERO COLOR PROFECI M,5450,5,8066,78113210-1,0.0
381,GUANTE ARQUERO COLOR PROFECI L,5450,5,8066,78113210-1,0.0
382,GUANTE ARQUERO COLOR PROFEC XL,4390,5,6497,78113210-1,0.0
383,BA100705 B.ALON FUTB 5 FRANCE,1701,5,2518,78113210-1,0.0
384,RODILLERAS VOLEY S/L,1656,5,2450,78113210-1,0.0
385,RODILLERAS VOLLEY BOLL COLOR L,1840,5,2723,78113210-1,0.0
386,RODILLERA VOLLEY BOLL COLOR XL,1840,5,2723,78113210-1,0.0
387,VESTON COL. RECTO IMP.,10990,1,16265,81756100-4,0.0
388,CAMIS 1 COLOR M/LAR S/XL,2590,1,4530,81756100-4,0.0
389,BLEIZER COLEGIO NI╛A IMP. MR.,9900,1,14990,81756100-4,15.0
390,DELANTAL PARVULO LISO/NI╛O 2.3,1991,1,2990,76333900-9,0.0
391,SLIPS LYCRA,1056,9,1563,6226100-5,0.0
392,CALZONCILLO FRANELA S/XXL,1092,14,2990,76451600-1,0.0
393,BALON HANDBOLL 2 GOMA,2390,14,3990,76064490-0,0.0
394,BALON VOLLEY MOLTEN V5M-1500 S,9990,4,17490,79587250-7,1.0
395,SOQ TENIS DAMA COLOR COD 1417,360,4,690,76333900-9,2.0
396,PIJAMA DAMA TIRAN ALG CORTO S/,2941,14,5990,76451600-1,6.0
397,CALCETIN COBRE BAMBU ANTIVA ZO,1416,14,2490,76451600-1,0.0
398,GORRA NATACION SILICONA,650,4,990,77139990-8,0.0
399,CALCETIN BAMBU ZAZA,825,4,1490,76451600-1,0.0
400,CACETIN HILO VARON,357,4,990,76451600-1,1.0
401,PACK ALMOHADAS 45*65 BLCA,3000,3,5990,76676820-2,0.0
402,TOALLA PLAYA DISNEY 75*150,3495,3,4990,76676820-2,1.0
403,SABANA PPIG MFI SIMILE 1.5PL,6990,3,9990,76676820-2,0.0
404,BALON FUTBOL START,3290,9,5990,77139990-8,0.0
405,COBERTOR CARS,8490,9,14990,78526430-4,0.0
406,COBERTOR MICKEY,7490,9,14990,78526430-4,1.0
407,CAMISOLA ALG C/B M/M FLOR S/XL,4190,9,7390,76451600-1,0.0
408,COBERTOR U CH  11/2PL,8490,9,16990,78526430-4,4.0
409,COBERTOR COLO COLO 2PL,9500,9,18900,78526430-4,0.0
410,SABANA CARS,7220,9,11990,78526430-4,0.0
411,SABANA COLO COLO 11/12PL,8490,9,12990,78526430-4,0.0
412,SABANA MICKEY,7020,9,12990,76676820-2,0.0
413,SABANA MINNI,6999,9,9990,76676820-2,0.0
414,BAL.BABY FUTBOLL TRAIN KWB 432,5567,5,8239,84915900-3,0.0
415,BALON BASKETBALL NAR SUPER K 7,2973,5,4400,84915900-3,0.0
416,PALETA P.PONG. 301TIME,1125,5,1665,84915900-3,0.0
417,SABANA COMIC HEROES SINGLE,6255,4,9990,88524100-K,0.0
418,PLUMON COMIC HEROES SINGLE,11070,4,19990,89524100-8,0.0
419,COJIN ESTAMPADO VIOLETA,1990,3,2990,89524100-8,0.0
420,SOQ BLCO TENIS MILANO 11/12,249,3,890,76451600-1,11.0
421,POLO NI╛O 12/16,1012,3,1498,80943400-1,0.0
422,758 POLO BLAN NINO M/M 10/14,927,3,1372,80943400-1,0.0
423,663 PARKA LISA COMBINADA S/G L,9500,3,14652,80943400-1,0.0
424,663 PARKA LISA COMBINAD S/G XL,9500,3,14652,80943400-1,0.0
425,JENAS REDFOUR NI╛O,2890,3,4277,81756100-4,0.0
426,POLERA C/C LISTADA M/M S/B S/X,2490,3,3990,81756100-4,0.0
427,ZAPATO COLEGIO ADULTO,6990,1,10345,81756100-4,0.0
428,BLAZER DAMA,7990,10,11825,81756100-4,6.0
429,MOCHILA GEMINIS,2000,5,2960,12154974-3,0.0
430,CANILLERA ADULTO,1090,5,1613,3634388-5,1.0
431,9630116 BALON FUT HOLANDA,1600,5,2513,77311340-8,0.0
432,BALON MINI FUTBOL N*3,1760,5,2605,77311340-8,0.0
433,T.PELOTAS 3U.CHAMPION,1850,5,2738,77311340-8,0.0
434,SP.PRO SERIES PLACA,9450,5,13986,77311340-8,0.0
435,BALON FUTBOL ULTRA ESPOGA,2800,5,4144,77311340-8,0.0
436,PIJAM NINA CORTO ALG C/R M/M 1,2268,12,3990,76451600-1,0.0
437,PIJAMA NINA ALG C/R M/M CORTO,1610,12,2990,76451600-1,1.0
438,HAWAIANA DAMA 35/40,834,12,1490,76451600-1,0.0
439,COJIN ESTM BEN10 40*40,1990,12,2990,89524100-8,1.0
440,COJIN ESTM H.KETTY 40*40,1190,12,1990,89524100-8,1.0
441,COJIN PVC BEN 10 40*40,1950,5,2990,89524100-8,0.0
442,COJIN ESTAM W.PHOO 40*40,1290,12,2490,89524100-8,0.0
443,JGO SABANA ILUSION 11/2PL,3501,5,5990,76676820-2,0.0
444,BOLSO ANDES,3500,5,5180,12154974-3,0.0
445,BOLSO GIMNASIA,2700,5,3996,12154974-3,0.0
446,BOLSO DEPORTIVO,2700,5,3996,12154974-3,0.0
447,BOLSO OBRERO,1700,5,2516,12154974-3,0.0
448,FUTBOL FIELD HAWK,3100,5,4588,77311340-8,0.0
449,PANTALON DESMONTABLE NI╛O,3190,2,4721,81756100-4,0.0
450,BATERIA COCINA ALUMI,28990,5,44800,76536070-6,1.0
451,PATIN RIDER VELOC LINIA 36/39,17991,5,29990,76064490-0,0.0
452,SOQ VARON POLAR,560,5,990,76451600-1,0.0
453,SCD451 COLCHONETA 100+50+D45,4950,14,8690,77139990-8,0.0
454,RODILLERA ELAS LISA TRO S/L,945,15,1690,76064490-0,0.0
455,CAMISETA DAMA ALG M/L S/XL,2000,15,3990,14609438-4,0.0
456,CORTINAS SET MONACO,10000,15,17990,76676820-2,0.0
457,BUASB119 BUFANDA ACRILICA LISA,940,15,1391,93049000-8,0.0
458,SHORT DRIFTIN INFANTIL,1805,9,2990,7576541-K,1.0
459,POLO MAN/LARG GRIS ADUL S/XL,1150,1,2200,76333900-9,0.0
460,BANDERA ESTAMPADA 1*1.5,760,9,1390,79536070-0,0.0
461,BOTINERO CAFU NEG /ROJ,1161,9,1990,76064490-0,0.0
462,BUSO NI╛O,5300,5,7844,83303900-8,0.0
463,SLIP SUNGA ALOG S/XL,280,5,415,93049000-8,0.0
464,SABANA MF SINGLE U CHILE-PASIO,7650,9,13990,89524100-8,0.0
465,SABANA MF 2 P ETERNO CAMPEON,11500,2,18990,89524100-8,0.0
466,SABANA MF 2 P U CHILE-PASION,11500,2,18990,89524100-8,0.0
467,PLUMON R 200GR SINGLE E. CAMPE,13275,3,22990,89524100-8,0.0
468,PLUON R 200GR 2P ETERNO CAMPEO,16650,3,28990,89524100-8,0.0
469,PLUMON R 200GR 2P U CHILE-PASI,16650,9,27990,89524100-8,0.0
470,TOALLA 70*140 COLO COLO,3591,9,6990,89524100-8,0.0
471,SET TOALLAS 2 PZAS,4000,2,6990,76676820-2,0.0
472,BALON FUTBOL NAPOLES,4622,9,7990,77462640-9,0.0
473,POLO RAYADA C/C BOTON BOLS S/X,2353,3,6990,76451600-1,8.0
474,PIJAMA CORTO ALGD HOM S/XL,4800,9,8490,76451600-1,0.0
475,BALON VOLLEY TORPEDO GOMA,2241,9,3990,76064490-0,0.0
476,CASACA CUERINA HOMBRE NEGRA  S,4450,3,6586,96614580-3,0.0
477,CASACA CUERINA HOMBRE NEGRA  M,4450,3,6586,96614580-3,0.0
478,CASACA CUERINA HOMBRE NEGRA  L,4450,3,6586,96614580-3,0.0
479,CASACA CUERINA HOMBRE NEGRA XL,4450,3,6586,96614580-3,0.0
480,CAMISA LISTADA VALLEY ADULT 37,1766,3,2613,96614580-3,0.0
481,CAMISA LISTADA VALLEY ADULT 38,1766,3,2613,96614580-3,0.0
482,CAMISA LISTADA VALLEY ADULT 39,1766,3,2613,96614580-3,0.0
483,CAMISA LISTADA VALLEY ADULT 40,1766,3,2613,96614580-3,0.0
484,CAMISA LISTADA VALLEY ADULT 41,1766,3,2613,96614580-3,0.0
485,CAMISA LISTADA VALLEY ADULT 42,1766,3,2613,96614580-3,0.0
486,POLERON AFRANELADO ESTAMPADO S,3210,3,4750,96614580-3,0.0
487,POLERON AFRANELADO ESTAMPADO M,3210,3,4750,96614580-3,0.0
488,POLERON AFRANELADO ESTAMPADO L,3210,3,4750,96614580-3,0.0
489,POLERON AFRANELADO ESTAMPAD XL,3210,3,4750,96614580-3,0.0
490,BIKINI C/PAREO NINA 6/16,1666,6,2990,76451600-1,20.0
491,1/230093 POLO TENIS ARIAL S/XL,6630,3,9812,88887900-5,0.0
492,1/23108/21 SHORT TENIS AR S/XL,5576,3,8252,88887900-5,0.0
493,1/14014/63 ZAP BASKET NEG 6/12,8900,6,13172,88887900-5,0.0
494,1-14014/63 BASKETBOL SOURCE M,13700,6,20572,88887900-5,0.0
495,FUT.FIJOAQUILA TIPJR,10000,5,14800,88887900-5,0.0
496,1-31407/66 CANILLERAS KING SR,1650,6,2442,88887900-5,0.0
497,1/3-1408/66 CANILLERA KING JR.,1540,6,2280,88887900-5,0.0
498,1/13020/67 TENIS BLANC/AZ 6/11,11420,6,16902,88887900-5,0.0
499,1/2/350260 CALCETIN PUMA MATCH,1220,10,1805,88887900-5,0.0
500,1-1-4004/01 BASQUETBOL HOMBRE,7000,6,10360,88887900-5,0.0
501,NT19314 GENESIS PRO BLA/AZU 34,8990,6,13305,88887900-5,0.0
502,1-1-3220/67 TENIS JUNIOR ATTAC,5000,6,7400,88887900-5,0.0
503,IMPLEMENTOS DEPOTIVOS Y TROFEO,8700,6,12876,88887900-5,0.0
504,1212410 ZAP FUT BOR COLOR 7/11,8990,5,13305,88887900-5,0.0
505,NT19314 GENESIS PRO BLA/AZU 38,8700,6,12876,88887900-5,0.0
506,1/31314/ BALON FUT PUMA TERRE,5300,5,7844,88887900-5,0.0
507,1/3190902 GUANTE ARQUERO COTON,1880,5,2782,88887900-5,0.0
508,1-1-3233/62 TENIS MARBELLA JR,7500,6,11100,88887900-5,0.0
509,1-1-3118TENIS MARBELLA LADY,6851,6,10140,88887900-5,0.0
510,11-2015-02 FUT INTER TERRENO P,8500,5,12580,88887900-5,0.0
511,11-2130 BUTBOL FIJO TERRENO TO,8001,5,11842,88887900-5,0.0
512,SHORT ETO ADULT OFERTA,1431,9,2500,76064490-0,0.0
513,POLERA SWEAT M/C MUJER,1890,9,3290,76064490-0,17.0
514,SHORT FUT ETO JUVEN COLORES,1431,9,2490,76064490-0,0.0
515,SHORT FUT ETO INFAN COLORES,1431,9,2490,76064490-0,3.0
516,SOQ VARON POLIESTER 3 ROMBO,500,9,990,76333900-9,0.0
517,CANILLERA FUT OLIMPO S/M,990,9,1990,77139990-8,0.0
518,CAMISETA FUT ETO MUJER M/XL,2241,9,3990,76064490-0,14.0
519,BALON BASKET TORPEDO 6 GOMA,2090,9,3690,76064490-0,0.0
520,GUANTE ARQUR AD ATENAS,0,9,15990,77139990-8,8.0
521,CAMISETA FUT U DE CHILE S/XL,6990,9,12990,77139990-8,9.0
522,CAMISETA FUT COLO COLO S/XL,7990,9,13990,77139990-8,0.0
523,CAM DAMA ALG C/BETLE S/XL,1050,15,1890,76333900-9,0.0
524,MINISQUERA NEOP NG/AZ,870,5,1590,76064490-0,0.0
525,ALFOMBRA FRIZE 0.5*1.0,2590,15,3690,76676820-2,2.0
526,ZAP.FUT BALA TPU 25/35,10341,5,16990,76064490-0,1.0
527,SABANA DREAM BIG SINGLE,6525,1,9990,89524100-8,0.0
528,SABANA BARBIE SINGLE,5500,15,9990,89524100-8,0.0
529,SABANA HOTWHEELS SINGLE,5500,5,9990,89524100-8,0.0
530,JGO SABANA CHILE 1.5P,4700,9,7990,78526430-4,0.0
531,ART 1690 PIJ.FRA T/ES COLOR 56,7090,9,10493,80902800-3,0.0
532,140 CAMISA CELESTE 6-8,1909,1,2825,80019100-9,16.0
533,140 CAMISA CELESTE 10-12,2119,1,3136,80019100-9,0.0
534,140 CAMISA CELESTE 14-16,2329,1,3447,80019100-9,0.0
535,140 CAMISA CELESTE 36-40,2539,1,3758,80019100-9,0.0
536,CHAQUETA HUASO 40/50,20139,3,33990,80019100-9,2.0
537,ART 45C PANTALON COLEGIA 10/12,3000,1,4440,80019100-9,0.0
538,PANTALON COLEG PLOMO IMPOR 14/,3289,1,4867,80019100-9,0.0
539,STAR ZAPA FUTBOLL CAPELLADO 22,2869,5,4160,78115740-6,0.0
540,STAR ZAPA FUTBOLL CAPELLADO 23,2869,5,4160,78115740-6,0.0
541,STAR ZAPA FUTBOLL CAPELLADO 24,3170,5,4691,78115740-6,0.0
542,STAR ZAPA FUTBOLL CAPELLADO 25,4160,5,6156,78115740-6,0.0
543,STAR ZAPA FUTBOLL CAPELLADO 45,4010,5,6861,78115740-6,0.0
544,STAR ZAPA FUTBOLL CAPELLADO 46,4010,5,6861,78115740-6,0.0
545,CANILLERA FUT PARIS,990,10,1790,77139990-8,0.0
546,HAWAIANA GOMA EVA VARON 39/46,1333,10,1990,76451600-1,0.0
547,HAWAIANA GOMA EVA MUJER 34/40,1250,10,1990,76451600-1,4.0
548,TOALLON 80*160,3250,10,5990,93049000-8,75.0
549,SACO BOX LONA 1MT NG,17990,10,31480,76064490-0,0.0
550,ZAP. FUTBOL SLAM,13366,5,19782,77683060-7,0.0
551,BALON FUT. MUNDIAL,5494,5,8131,77683060-7,0.0
552,CANILLERA SCUADRA,2317,5,3429,77683060-7,0.0
553,BALON DE BABY PRIME DRB BUTY,6118,5,9990,77462640-9,0.0
554,ZAP FUT CAFU S7 24/27,16990,5,29900,76064490-0,18.0
555,TRIPACK SURTIDO VARON,2230,5,3300,77683060-7,0.0
556,JUMPER LION ESC. 40-48,3240,1,4795,79501640-6,0.0
557,JUMPER LION ESC. 6-16,2540,1,3759,79501640-6,0.0
558,FALDA ESC. AZUL M. 6-16,3260,1,5700,76333900-9,0.0
559,CAMISETA FRIZ M/L DAMA COL,1191,9,1990,76451600-1,0.0
560,ZAP. ART. 1350 DAMA LONA,1950,12,2886,78418760-8,0.0
561,FALDA ASC. AZUL M.40-50,3920,1,6860,76333900-9,0.0
562,FALDA ESC. PLOMA 6*16,2540,1,3759,79501640-6,0.0
563,FALDA ESC. PLOMA 40*50,3240,1,4795,79501640-6,0.0
564,POLERA PIQUE S*XL,1800,1,2664,79501640-6,0.0
565,JUEGO SABANAS KING,4640,4,6868,79724330-2,0.0
593,CAM FRAN HOMBRE C/R S/XL,1092,6,2990,76451600-1,0.0
594,PANTY HOMBRE ALG S/XL,980,6,1990,76451600-1,0.0
595,CALZA REDUCTORA ZAZA S/XL,1541,6,2490,76451600-1,0.0
596,CALZAS LYCRA,3150,5,5590,10077548-4,0.0
597,MUNEQ ELAST PALMA PUL PAR GOLD,1690,5,2990,77139990-8,1.0
598,MUNEQUERA ELAS VELCRO C/U,990,6,1790,77139990-8,12.0
599,RODILLERA DEPORTIVA,2263,5,3349,77405650-5,0.0
600,2001790 ZAP FUTBOLL BICOLOR 26,0,5,0,94803000-4,0.0
601,2001790 ZAP FUTBOLL BICOLOR 27,0,5,0,94803000-4,0.0
602,2001790 ZAP FUTBOLL BICOLOR 28,2556,5,3782,94803000-4,0.0
603,2001790 ZAP FUTBOLL BICOLOR 29,2556,5,3782,94803000-4,0.0
604,3001790 ZAP FUTBOLL BICOLOR 30,2864,5,4238,94803000-4,0.0
605,3001790 ZAP FUTBOLL BICOLOR 31,2864,5,4238,94803000-4,0.0
606,CAMISOLA JERSEY ART740 XXL,7900,5,13900,85910900-4,0.0
607,3001790 ZAP FUTBOLL BICOLOR 33,2864,5,4238,94803000-4,0.0
608,7596 BALON U.CHILE BLA/AZUL CH,2100,5,3780,96512180-3,0.0
609,1112 CLASSIC ZAP BLCO PETR 6.5,11040,6,16008,96512180-3,0.0
610,1112 CLASSIC ZAP BLCO PETR 7.0,11040,6,16008,96512180-3,0.0
611,1112 CLASSIC ZAP BLCO PETR 7.5,11040,6,16008,96512180-3,0.0
612,1112 CLASSIC ZAP BLCO PETR 8.0,11040,6,16008,96512180-3,0.0
613,1112 CLASSIC ZAP BLCO PETR 8.5,11040,6,16008,96512180-3,0.0
614,1112 CLASSIC ZAP BLCO PETR 9.0,11040,6,16008,96512180-3,0.0
615,1112 CLASSIC ZAP BLCO PETR 9.5,11040,6,16008,96512180-3,0.0
616,1112 CLASSIC ZAP BLA PETR 10.0,11040,6,16008,96512180-3,0.0
617,1112 CLASSIC ZAP BLA PETR 10.5,11040,6,16008,96512180-3,0.0
618,1112 CLASSIC ZAP BLA PETR 11.0,11040,6,16008,96512180-3,0.0
619,1112 CLASSIC ZAP BLA PETR 11.5,11040,6,16008,96512180-3,0.0
620,1112 CLASSIC ZAP BLA PETR 12.0,11040,6,16008,96512180-3,0.0
621,SABANA 1 PL 144 H,6350,15,10990,79536070-0,0.0
622,SM3103CG45 SOMB TIROLE M/3 A/4,5894,15,8723,91166000-8,0.0
623,SI7064KE85 SOMB INDIANA A 81/2,8149,15,12060,91166000-8,0.0
624,ASCOT PEDIGREE GRIS/PASTO,6063,15,8973,91166000-8,0.0
625,3102003 SOMBRER TWEED SURT 5.5,4365,15,6329,91166000-8,0.0
626,3102003 SOMBRER TWEED SURT 6.0,4365,15,6329,91166000-8,0.0
627,3102005 JOCKE CASIMIR SURT 3.5,1000,15,2102,91166000-8,0.0
628,3102005 JOCKE CASIMIR SURT 4.0,1000,15,2102,91166000-8,0.0
629,3102005 JOCKE CASIMIR SURT 4.5,1000,15,2102,91166000-8,0.0
630,3102005 JOCKE CASIMIR SURT 5.0,1000,15,2102,91166000-8,0.0
631,3102005 JOCKE CASIMIR SURT 5.5,1000,15,2102,91166000-8,0.0
632,SOMBRERO LANCASTER ACERO,12011,15,17776,91166000-8,0.0
633,3102002 162 R-2 S LANA CAF 3.5,4698,15,6953,91166000-8,0.0
634,3102002 162 R-2 S LANA CAF 4.0,4368,15,6464,91166000-8,0.0
635,3102002 162 R-2 S LANA CAF 4.5,4615,15,6830,91166000-8,0.0
636,3102002 162 R-2 S LANA CAF 5.0,4368,15,6464,91166000-8,0.0
637,3102002 162 R-2 S LANA CAF 5.5,4368,15,6464,91166000-8,0.0
638,3102002 162 R-2 S LANA CAF 6.0,4368,15,6464,91166000-8,0.0
639,3102002 162 R-2 S LANA CAF 6.5,4368,15,6464,91166000-8,0.0
640,BALON BASKET RUNICK 5 GOMA,2340,9,3990,76486860-9,0.0
641,PANUELO HOMBRE CAJA 3 COL,1240,9,1990,93049000-8,0.0
642,BALON BASKET CUERO SLAM 7,3591,9,5990,76064490-0,1.0
643,FALDON LISO 144H 1 PL,3250,9,5680,79536070-0,0.0
644,BOLSO GYM BAG,2390,9,3990,77139990-8,0.0
645,TRIPACK BAMBU DEP/BLANCO,1160,9,1290,76442659-2,26.0
646,CORTINA BAÑO PEVAC/G,2430,9,3990,79536070-0,0.0
647,PLUMON PLUMETTI 132H TWIN 1/12,7990,9,11990,89524100-8,0.0
648,COJIN,1130,9,1790,79536070-0,0.0
649,POLERON ARQ NINO CAFU,5391,4,7990,76064490-0,0.0
650,SHORT ARQ NINO CAFU,4491,4,7380,76064490-0,0.0
651,CAM FUT NINO U.S.F. 6/16,5900,4,9990,77139990-8,2.0
652,PECHERA COLOR SURTIDA,1295,4,2490,76451600-1,0.0
653,SEG.53-001 BOT. PROTECTOR 38-4,7115,12,10530,83553400-6,0.0
654,PIJAMA LARGO ALG DAMA C/V S/XL,4600,6,7990,76451600-1,0.0
655,"ESPUELA FOLCLORICA 3""",12509,5,19990,80019100-9,0.0
656,PANUELO ESTAMPADO HOMBRE,139,15,330,80019100-9,2.0
657,CAM.FUT SELEC 6/14,5500,5,9990,78621160-3,1.0
658,CAM FUT U.S.F S/XL,8700,5,14990,78621160-3,0.0
659,55098 CALCETA CORTA DAMA 9/10,280,10,496,79501640-6,0.0
660,55712801 CALCETIN HILO 11/12,1050,10,1990,76333900-9,0.0
661,COLCHONETA 180*50,1490,5,2205,84915900-3,0.0
662,JEANS STONE DIAG.RED A.IMPOR 4,3690,5,6990,81756100-4,0.0
663,"1602 SOQ,DEPOR,CORTO 11/12",175,6,690,76333900-9,0.0
664,AO3297 ZA ATP TOUR BL/LIS 10.0,12600,6,18270,95271000-1,0.0
666,AO3297 ZA ATP TOUR BL/LIS 10.5,12600,6,18270,95271000-1,0.0
667,AO3297 ZA ATP TOUR BL/LIS 11.0,12600,6,18270,95271000-1,0.0
668,AO3297 ZA ATP TOUR BL/LIS 11.5,12600,6,18270,95271000-1,0.0
669,AO3297 ZA ATP TOUR BL/LIS 12.0,12600,6,18270,95271000-1,0.0
670,VENDAS ELASTICAS IDEAL DE 6 CM,955,5,1413,79769700-1,0.0
671,VENDAS ELASTICAS IDEAL DE 8 CM,1200,5,1776,79769700-1,0.0
672,VENDAS ELASTICA IDEAL DE 10 CM,1580,5,2338,79769700-1,0.0
673,VENDAS ELASTICA IDEAL DE 12 CM,0,5,0,79769700-1,0.0
674,VENDA SEMI ELAST NYLASTIC 6 CM,455,5,673,79769700-1,0.0
675,VENDA SEMI ELAST NYLSATIC 8 CM,555,5,821,79769700-1,0.0
676,VENDA SEMI ELAS NYLASTIC 10 CM,665,5,984,79769700-1,0.0
677,VENDA SEMI ELAS NYLASTIC 12 CM,755,5,1117,79769700-1,0.0
678,AO3295 ATP NEW BL/LIS AZUL 3.5,9760,6,14152,95271000-1,0.0
679,AO3295 ATP NEW BL/LIS AZUL 4.0,9760,6,14152,95271000-1,0.0
680,AO3295 ATP NEW BL/LIS AZUL 4.5,9760,6,14152,95271000-1,0.0
681,AO3295 ATP NEW BL/LIS AZUL 5.0,9760,6,14152,95271000-1,0.0
682,AO3295 ATP NEW BL/LIS AZUL 5.5,9760,6,14152,95271000-1,0.0
683,AO3295 ATP NEW BL/LIS AZUL 6.0,9760,6,14152,95271000-1,0.0
684,AO3295 ATP NEW BL/LIS AZUL 6.5,14152,6,14152,95271000-1,0.0
685,AO3295 ATP NEW BL/LIS AZUL 7.0,10390,6,15065,95271000-1,0.0
686,AO3295 ATP NEW BL/LIS AZUL 7.5,10390,6,15065,95271000-1,0.0
687,AO3295 ATP NEW BL/LIS AZUL 8.0,10390,6,15065,95271000-1,0.0
688,AO3295 ATP NEW BL/LIS AZUL 8.5,10390,6,15065,95271000-1,0.0
689,AO3295 ATP NEW BL/LIS AZUL 9.0,10390,6,15065,95271000-1,0.0
690,AO3295 ATP NEW BL/LIS AZUL 9.5,11450,6,15065,95271000-1,0.0
691,AO3295 ATP NEW BL/LIS AZU 10.0,10390,6,15065,95271000-1,0.0
692,AO3295 ATP NEW BL/LIS AZU 10.5,10390,6,15065,95271000-1,0.0
693,AO3295 ATP NEW BL/LIS AZU 11.0,10390,6,15065,95271000-1,0.0
694,AO3295 ATP NEW BL/LIS AZU 11.5,10390,6,15065,95271000-1,0.0
695,AO3295 ATP NEW BL/LIS AZU 12.0,10390,6,15065,95271000-1,0.0
665,AO3297 ZAP ATP TOUR BL/LIS 9.5,12600,6,18270,95271000-1,0.0
696,ALITA NATACION,800,10,1400,76643690-0,0.0
697,MUSLERA ELAST ECCO L,707,5,1390,77462640-9,0.0
698,MOCHILA JIMMY,2000,5,2960,12154974-3,0.0
699,MUNEQUERA ELAST ECCO L,311,10,550,77462640-9,0.0
700,CORTINA VINTAJE VELO CENEFA,5730,10,9990,79536070-0,1.0
701,MANTEL RECTANGULAR C/6SERV.,2140,14,3167,92817000-4,0.0
702,MANTEL REDONDO C/6SERV.,2140,14,3167,92817000-4,1.0
703,VESTON RECTO COLEGIO NI╛O IMP.,10900,1,16900,81756100-4,0.0
704,8760 TUBULAR BLAN ENTERA 10/12,954,10,1411,90914000-5,0.0
705,9040 SOQ LANA PUNO BICOL 10/12,916,10,1355,90914000-5,0.0
706,PIJAMA TREVIRA LARG HOM S/XL,6300,9,10990,76451600-1,0.0
707,PIJAMA TREVIRA HOMBRE LARGO,7610,9,13390,93049000-8,1.0
708,PANTY BAMBU ELASTICA/GRIS,2115,9,3800,76442659-2,17.0
709,SOQUETE OUTDOOR BLANCO,1200,3,2200,76442659-2,1.0
710,30770 JEAN DAMA ANCHO COLOR 40,6890,3,9990,78217490-8,0.0
711,FRAZADA JACQUAR DIB 1 1/2 PLAZ,4750,4,6887,93206000-0,0.0
712,CO20126 BALON BASKETB R-3 MINI,2370,5,3436,96311000-6,0.0
713,CO60401 PONCHO AGU VINYL R-901,1390,15,2015,96311000-6,0.0
714,CO20401 BALON FUTB AMER JUNIOR,2300,5,3335,96311000-6,0.0
715,CO20402 BALON FUT AMERICA OFIC,3100,5,4495,96311000-6,0.0
716,CO20404 BALO FUT AMERIC R-5 OF,3100,5,4495,96311000-6,0.0
717,CO80202 MAQUINA BOGADORA SPR-6,34000,5,49300,96311000-6,0.0
718,3081 CENTER COURT BL/CELES 4.0,10700,6,15515,95271000-1,0.0
719,3081 CENTER COURT BL/CELES 4.5,10700,6,15515,95271000-1,0.0
720,3081 CENTER COURT BL/CELES 5.0,10700,6,15515,95271000-1,0.0
721,3081 CENTER COURT BL/CELES 5.5,10700,6,15515,95271000-1,0.0
722,3081 CENTER COURT BL/CELES 6.0,10700,6,15515,95271000-1,0.0
723,3081 CENTER COURT BL/CELES 6.5,10700,6,15515,95271000-1,0.0
724,3081 CENTER COURT BL/CELES 7.0,11330,6,16428,95271000-1,0.0
725,3081 CENTER COURT BL/CELES 7.5,11330,6,16428,95271000-1,0.0
726,3081 CENTER COURT BL/CELES 8.0,11330,6,16428,95271000-1,0.0
727,3081 CENTER COURT BL/CELES 8.5,11330,6,16428,95271000-1,0.0
728,3081 CENTER COURT BL/CELES 9.0,11330,6,16428,95271000-1,0.0
729,3081 CENTER COURT BL/CELES 9.5,11330,6,16428,95271000-1,0.0
730,3081 CENTER COURT BL/CELE 10.0,11330,6,16428,95271000-1,0.0
731,3081 CENTER COURT BL/CELE 10.5,11330,6,16428,95271000-1,0.0
732,3081 CENTER COURT BL/CELE 11.0,11330,6,16428,95271000-1,0.0
733,3081 CENTER COURT BL/CELE 11.5,11330,6,16428,95271000-1,0.0
734,3081 CENTER COURT BL/CELE 12.0,11330,6,16428,95271000-1,0.0
735,BUCANERA LARGA AM/PM 11/12,1525,9,2660,76333900-9,0.0
736,SABANA SINGLE TRON,5290,9,8990,89524100-8,0.0
737,PULOM SINGLE PUCCA HEART,6600,9,12990,89524100-8,0.0
738,MEDIA FUT MASCOTA ETO LISO,990,9,1990,76064490-0,14.0
739,SABANA HANA MONTANA SINGLE,3800,9,6990,89524100-8,0.0
740,PLUMON BEN 10 SINGLE,7850,9,14990,89524100-8,0.0
741,PLUMON HELLO KYTTI SINGLE,11070,9,19990,89524100-8,0.0
742,PLUMON SIMPSON SINGLE,7850,9,14990,89524100-8,1.0
743,PLUMON HANA MONTANA SINGLE,6600,9,12990,89524100-8,0.0
744,SABANA PLUMT 132H 2PLZA DISEN,2990,9,5990,89524100-8,0.0
